"Model","RMSE","MAE","MAPE","R2"
"XGBoost_Real",2.67949472014888,1.76881342079157,28.4727896740658,0.915512081043834
"BPNN_Real",15.1225748370386,12.2106019786545,97.0060401423283,0.980833405336009
